"toi","tid","tfopwg_disp","rastr","ra","decstr","dec","st_pmra","st_pmdec","pl_tranmid","pl_orbper","pl_trandurh","pl_trandep","pl_rade","pl_insol","pl_eqt","st_tmag","st_dist","st_teff","st_logg","st_rad","toi_created","rowupdate"
"2392.01","149349867","PC","05h35m08.09s","837837 030","-64d06m59.83s","-641166 200","23170 000","-107490 000","24601966922 980","59123 675","46720 000","4160000 000","32895 200","6978600 000","14310000 000","103998 000","3256080 000","61873000 000","38700 000","17600 000","09.11.2020 22:55","16.11.2023 16:02"
"2392.02","149349867","PC","05h35m08.09s","837837 030","-64d06m59.83s","-641166 200","23170 000","-107490 000","24602012859 990","34072 141","38920 000","3150000 000","29634 400","27709300 000","20210000 000","103998 000","3256080 000","61873000 000","38700 000","17600 000","28.07.2021 20:17","16.11.2023 16:02"
"2392.03","149349867","PC","05h35m08.09s","837837 030","-64d06m59.83s","-641166 200","23170 000","-107490 000","24590386137 550","91696 498","49227 951","1861944 669","24628 421","5059586 098","12096187 141","103998 000","3256080 000","61873000 000","38700 000","17616 700","14.03.2024 22:31","15.03.2024 12:03"
"2393.01","231071138","PC","02h11m46.4s","329433 520","-56d45m22.41s","-567562 260","521470 000","187030 000","24591284296 600","188418 400","31840 000","59700000 000","90530 400","303347 000","6530000 000","120585 000","3721800 000","56030000 000","43500 000","11000 000","24.11.2020 20:52","01.09.2024 12:02"
"2394.01","144297844","PC","11h55m33.78s","1788907 690","-10d01m44.77s","-100291 020","-84350 000","-60570 000","24595763790 920","34977 868","22360 000","17900000 000","34757 500","2483890 000","11050000 000","119522 000","2363630 000","53560000 000","45900 000","0.8100000","24.11.2020 20:52","10.03.2022 16:02"
"2395.01","144124187","PC","11h43m31.05s","1758793 690","-07d17m45.93s","-72960 910","-0.5280000","-0.2470000","24600146038 480","78686 762","40228 111","103359861 660","118276 114","2730364 186","10367520 296","117622 000","4132200 000","63940000 000","44300 000","11357 200","24.11.2020 20:52","15.11.2024 16:02"
"2396.01","333734769","APC","11h20m36.02s","1701500 820","-26d09m11.29s","-261531 360","-163180 000","-24650 000","24593035112 890","15099 302","13290 000","22300000 000","88910 000","10878200 000","15990000 000","114944 000","4696130 000","57350000 000","39600 000","17600 000","24.11.2020 20:52","06.11.2021 10:10"
"2397.01","306337838","PC","01h13m59.22s","184967 440","-06d49m36.63s","-68268 420","280730 000","25640 000","24591369668 600","60032 700","39470 000","49200000 000","75935 400","2715290 000","11300000 000","120749 000","3306840 000","55270000 000","43700 000","10600 000","24.11.2020 20:52","29.10.2021 12:59"
"2398.01","322807675","PC","11h34m48.79s","1737032 850","-25d36m16.98s","-256047 170","-711750 000","182940 000","24592854414 270","194061 437","19610 000","111500000 000","87535 700","41998 600","3980000 000","116701 000","1951530 000","50990000 000","45500 000","0.8200000","24.11.2020 20:52","26.04.2024 12:02"
"2399.01","219701535","PC","11h41m53.48s","1754728 370","-21d47m48.35s","-217967 630","38040 000","-19150 000","24593023176 440","54681 892","18140 000","42900000 000","112463 000","2516500 000","11090000 000","117380 000","6113590 000","65970000 000","41600 000","16100 000","24.11.2020 20:52","28.06.2024 12:02"
"240.01","101948569","PC","00h59m01.18s","147549 100","-44d09m39.13s","-441608 690","273980 000","-102450 000","24583601147 610","194723 016","42893 299","17661828 394","36117 414","99883 786","4534125 095","107011 000","748810 000","43330000 000","45109 000","0.7029450","29.11.2018 21:52","05.12.2024 16:02"
"2400.01","260849386","FP","07h55m44.93s","1189372 160","-54d15m58.56s","-542662 680","-109490 000","218960 000","24585682217 600","10339 000","14040 000","5200000 000","53733 800","26195900 000","19930000 000","107961 000","4654610 000","64440000 000","38400 000","22800 000","24.11.2020 20:52","29.10.2021 12:59"
"2401.01","11521555","PC","09h45m47.34s","1464472 600","-25d27m27.85s","-254577 370","-61960 000","-75340 000","24600120739 610","58681 984","36510 000","26390000 000","181157 000","14022700 000","17040000 000","90982 000","3235060 000","62940000 000","35500 000","31000 000","24.11.2020 20:52","10.04.2024 12:02"
"2402.01","1525480","PC","10h26m06.65s","1565277 120","-17d15m46.13s","-172628 140","-195420 000","-370360 000","24592761173 380","55094 951","28920 000","77000000 000","85582 500","1659720 000","9990000 000","122668 000","3450030 000","55190000 000","44500 000","0.9700000","24.11.2020 20:52","29.10.2021 12:59"
"2403.01","293435336","KP","01h46m31.9s","266329 360","+02d42m01.4s","27003 890","453990 000","-408190 000","24594488952 430","18098 811","37636 624","130335612 701","219555 549","51390266 250","21594341 567","90270 600","1944590 000","62782000 000","39700 000","18912 100","24.11.2020 20:55","15.07.2022 16:02"
"2404.01","142087638","PC","06h33m46.12s","984421 490","-74d11m24.35s","-741900 980","-144830 000","58900 000","24585092559 510","203627 410","45890 238","11268782 473","42523 478","754289 160","7516301 910","111464 000","2957370 000","61420000 000","43587 400","11800 300","24.11.2020 20:55","05.12.2024 16:02"
"2404.02","142087638","FP","06h33m46.12s","984421 490","-74d11m24.35s","-741900 980","-144830 000","58900 000","24585589955 490","746068 965","48874 071","23047237 253","91295 659","133540 875","4875546 513","111464 000","2957370 000","61420000 000","43587 400","11800 300","19.07.2021 0:13","09.09.2025 12:04"
"2404.03","142087638","FP","06h33m46.12s","984421 490","-74d11m24.35s","-741900 980","-144830 000","58900 000","24585121631 460","746065 192","36758 167","23776887 561","95163 991","133541 775","4875554 730","111464 000","2957370 000","61420000 000","43587 400","11800 300","19.07.2021 0:13","09.09.2025 12:04"
"2405.01","231297123","PC","03h00m34.58s","451440 660","-51d47m36.96s","-517935 990","344660 000","330880 000","24591173195 240","19792 573","16873 516","22356640 941","41930 997","1896799 154","9465097 378","125515 000","1533320 000","40010000 000","44727 800","0.7565510","24.11.2020 20:55","25.04.2024 10:08"
"2406.01","212957629","CP","00h35m13.45s","88060 540","-03d22m19.5s","-33720 830","2257520 000","-3362730 000","24591159760 730","30766 835","12491 751","188485607 395","27226 180","66976 166","4102983 965","143109 000","554190 000","31630000 000","50701 000","0.1966000","24.11.2020 20:55","15.11.2024 16:02"
"2407.01","153078576","CP","03h18m59.17s","497465 450","-46d27m28.89s","-464580 250","108240 000","-982140 000","24591166206 260","27029 187","16998 642","51326782 834","37942 392","440592 242","6570962 083","125264 000","924366 000","35960000 000","47159 700","0.5245730","24.11.2020 20:55","22.07.2025 12:04"
"2408.01","67630845","PC","01h12m58.18s","182424 100","-32d57m57.66s","-329660 160","1057140 000","10220 000","24591282962 530","94636 148","30610 000","50500000 000","54554 300","637261 000","7870000 000","119205 000","1863280 000","49350000 000","45982 300","0.7500000","24.11.2020 20:55","22.09.2023 12:03"
"2409.01","321068176","FA","02h57m21.22s","443383 990","-41d11m30.38s","-411917 730","-200020 000","-181250 000","24591210658 670","129696 927","11129 072","40856845 383","61709 882","520502 944","6850551 684","112711 000","1875530 000","50170000 000","43811 400","0.9727530","24.11.2020 20:55","29.10.2021 12:59"
"241.01","77031414","KP","23h36m40.49s","3541686 960","-34d36m40.69s","-346113 040","879630 000","-85560 000","24583551959 190","13866 519","23006 751","142464665 531","129811 619","18799347 662","16794050 100","109571 000","2329800 000","62860000 000","44380 000","10766 100","29.11.2018 21:52","08.12.2021 16:02"
"2410.01","248391319","APC","01h18m30.45s","196268 780","-00d03m23.03s","-0.0563980","233830 000","257690 000","24594976299 030","0.7988525","0.8310000","17000000 000","40070 300","5129160 000","13250000 000","122478 000","2328220 000","47850000 000","44525 200","0.8600000","24.11.2020 20:55","10.11.2022 12:03"
"2411.01","10837041","CP","01h23m41.39s","209224 570","-08d42m06.46s","-87017 940","-1178590 000","-952900 000","24591160128 560","0.7827650","12621 481","5191912 192","17472 713","6519082 071","12887431 256","104238 000","595362 000","40990000 000","45200 000","0.7276420","24.11.2020 20:55","03.09.2024 14:48"
"2412.01","684936227","FA","04h09m31.1s","623795 680","-62d51m02.36s","-628506 560","1243060 000","1660910 000","24591347539 100","152985 900","32140 000","11870000 000","","103396 000","4990000 000","119755 000","576851 000","41313000 000","","","25.11.2020 21:07","29.10.2021 12:59"
"2413.01","206498307","FP","22h08m45.21s","3321883 920","-18d59m33.79s","-189927 190","557080 000","-126290 000","24590669379 270","134190 392","59221 882","46685368 695","124259 675","1652327 100","9144158 726","113882 000","3407660 000","51849000 000","39254 000","16926 900","25.11.2020 21:26","29.10.2021 12:59"
"2414.01","237320326","KP","22h59m29.66s","3448735 880","-60d26m52.15s","-604478 190","201810 000","-21930 000","24590627393 590","17771 109","15669 528","140735021 163","129084 635","10432121 756","14494822 830","120030 000","3275060 000","56270000 000","44564 500","0.9790600","25.11.2020 21:26","29.10.2021 12:59"
"2415.01","161223358","PC","22h43m54.48s","3409769 930","-53d25m42.12s","-534283 660","-27790 000","-25590 000","24590620197 080","0.5153654","10000 000","371978857 871","120910 878","4844555 527","11965565 655","149333 000","3412990 000","35580000 000","46366 200","0.6173460","25.11.2020 21:26","11.03.2024 10:08"
"2416.01","237922465","CP","03h49m21.35s","573389 410","-60d47m13.87s","-607871 860","86440 000","-101650 000","24593525441 590","82754 608","37550 000","65100000 000","115451 000","1309300 000","9420000 000","124333 000","5577330 000","55152000 000","42400 000","13900 000","25.11.2020 21:26","28.02.2024 12:02"
"2417.01","49617263","FP","02h31m32.45s","378852 270","-40d00m58.33s","-400162 040","334920 000","119330 000","24591392966 000","48326 600","23080 000","8300000 000","49031 000","1618070 000","9930000 000","102589 000","2573370 000","54854000 000","39000 000","18300 000","25.11.2020 22:47","29.10.2021 12:59"
"2418.01","65347776","FP","02h38m54.06s","397252 590","-27d19m27.22s","-273242 270","386180 000","-149910 000","24591333712 100","258669 600","49230 000","22400000 000","74118 400","1009890 000","8830000 000","109166 000","1351010 000","50950000 000","45600 000","0.8000000","25.11.2020 22:47","18.09.2024 10:08"
"2419.01","358248442","PC","03h33m04.89s","532703 750","-56d35m18.37s","-565884 360","-129220 000","-196730 000","24601697931 470","188812 961","59430 000","9150000 000","36108 100","1032760 000","8880000 000","104354 000","2454950 000","59240000 000","41400 000","13500 000","25.11.2020 22:47","26.04.2024 10:08"
"242.01","120585579","FP","00h17m48.34s","44514 230","-38d06m39.08s","-381108 550","-81850 000","-95260 000","24583577782 110","63403 150","42493 060","254107032 880","205179 170","4007201 062","11411166 259","125766 000","5774890 000","60830000 000","42898 300","12666 000","29.11.2018 21:52","20.10.2022 16:02"
"2420.01","268532343","CP","00h59m18.44s","148268 140","-19d46m16.19s","-197711 640","448860 000","186410 000","24591362669 800","58425 900","37470 000","26700000 000","118252 000","3075990 000","11660000 000","108285 000","4351740 000","57070000 000","37600 000","22000 000","25.11.2020 22:47","20.04.2025 12:03"
"2421.01","70524163","CP","02h12m36.97s","331540 210","-35d23m27.3s","-353909 180","289140 000","-36440 000","24591396188 500","43474 000","46840 000","35200000 000","107530 000","7860370 000","14750000 000","106918 000","3279270 000","56180000 000","39300 000","17900 000","25.11.2020 22:47","03.03.2023 12:03"
"2422.01","29919341","APC","01h39m32.28s","248845 120","-07d23m41.02s","-73947 290","201000 000","-288000 000","24591313939 600","182360 300","49100 000","30900000 000","100179 000","4115800 000","","94843 000","1008040 000","61597000 000","","0.8800000","25.11.2020 22:47","29.10.2021 12:59"
"2423.01","197807043","PC","03h33m52.14s","534672 450","-57d37m16.66s","-576212 950","-121280 000","58260 000","24590970620 000","","42080 000","126400000 000","142836 000","401659 000","7010000 000","95137 000","1333540 000","60570000 000","44100 000","11000 000","25.11.2020 22:47","29.10.2021 12:59"
"2424.01","313891529","FP","00h01m15.62s","0.3150710","-28d29m35.6s","-284932 230","205540 000","-12500 000","24590922739 620","123750 537","66166 181","41556104 825","171909 846","5926032 964","12583769 810","102845 000","4109450 000","61735000 000","37632 600","23623 500","04.12.2020 1:07","29.10.2021 12:59"
"2425.01","248387177","PC","01h16m31.37s","191306 970","-00d17m24.37s","-0.2901030","49340 000","-125040 000","24594369798 060","506939 885","40680 000","112000000 000","84883 700","29319 200","3640000 000","112415 000","1596760 000","52160000 000","46039 000","0.7800000","04.12.2020 1:07","18.11.2024 10:08"
"2426.01","97486178","PC","02h55m14.81s","438116 980","-20d46m52.64s","-207812 900","1684920 000","274550 000","24591680091 400","40816 500","26910 000","4600000 000","23823 900","3760720 000","12260000 000","99700 800","1383010 000","57160000 000","44200 000","10200 000","22.12.2020 23:47","29.10.2021 12:59"
"2427.01","142937186","CP","03h29m10.02s","522917 320","-31d21m46.32s","-313628 670","1504530 000","413870 000","24591696199 400","13061 300","0.6340000","5600000 000","19984 400","627136 000","7830000 000","90138 000","285147 000","40720000 000","45800 000","0.6800000","22.12.2020 23:47","29.10.2021 12:59"
"2428.01","274193763","APC","03h35m19.55s","538314 680","+03d01m43.1s","30286 390","","","24591680336 700","75701 700","0.9160000","15000000 000","","","","99660 000","","","","","22.12.2020 23:47","09.08.2022 16:02"
"2429.01","420051632","PC","02h25m27.34s","363639 020","+01d03m27.1s","10575 290","-111360 000","-700960 000","24584109919 880","70846 492","31023 280","5915301 151","21949 984","1154006 791","8359337 133","94752 000","870852 000","55178000 000","45700 000","0.8428330","22.12.2020 23:47","24.09.2025 16:00"
"243.01","149010208","APC","00h13m34.59s","33941 150","-31d20m03.85s","-313344 030","26880 000","-17540 000","24583566175 960","34373 093","43114 755","150179801 247","256681 050","24974850 189","18029989 447","116810 000","7091750 000","60460000 000","42963 900","19493 200","29.11.2018 21:52","03.10.2022 16:02"
"2430.01","23170835","PC","03h06m14.11s","465587 770","-09d48m36.18s","-98100 510","183590 000","28060 000","24591688759 000","11007 100","0.9090000","6800000 000","46749 500","10829000 000","15980000 000","103682 000","2978580 000","64090000 000","41400 000","15900 000","22.12.2020 23:47","29.10.2021 12:59"
"2431.01","258804746","CP","02h31m03.67s","377652 990","+08d22m53.85s","83816 250","3749530 000","-855830 000","24602588688 690","0.2241950","0.2920000","5400000 000","55955 300","26491500 000","19980000 000","95209 000","360559 000","40790000 000","45800 000","0.6800000","22.12.2020 23:47","22.07.2025 12:04"
"2432.01","347553438","PC","03h00m27.07s","451127 790","+00d22m51.03s","0.3808420","-10880 000","-122450 000","24591682520 500","18273 800","14910 000","8700000 000","89679 400","7276000 000","14460000 000","101849 000","4630500 000","61305000 000","35800 000","28900 000","22.12.2020 23:47","29.10.2021 12:59"
"2433.01","405763009","PC","19h57m45.66s","2994402 440","+56d58m15.93s","569710 910","1518050 000","1155590 000","24587463562 360","","28686 583","33771602 587","18103 101","0.3819803","2005072 077","120349 000","326094 000","33230000 000","49159 900","0.3089190","22.12.2020 23:48","24.10.2022 12:03"
