"pl_name","hostname","default_flag","disposition","disp_refname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","soltype","pl_controv_flag","pl_refname","pl_orbper","pl_orbsmax","pl_rade","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_refname","st_spectype","st_teff","st_rad","st_mass","st_met","st_metratio","st_logg","sy_refname","rastr","ra","decstr","dec","sy_dist","sy_vmag","sy_kmag","sy_gaiamag","rowupdate","pl_pubdate","releasedate"
"HD 3167 d","HD 3167","0","CONFIRMED","Christiansen et al. 2017","1","4","Radial Velocity","2017","Multiple Observatories","Published Confirmed","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","847830000 000","0.0770300000","","","503000 000","0.01582615","Msini","0.440000","","859.50","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","","5300.00","0.871000","0.852000","0.0370","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","18.10.2022","2022-09","18.10.2022"
"HD 3167 d","HD 3167","0","CONFIRMED","Christiansen et al. 2017","1","4","Radial Velocity","2017","Multiple Observatories","Published Confirmed","0","<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>","850900000 000","0.0775700000","","","690000 000","0.02170972","Msini","0.360000","88.9000","","0","<a refstr=CHRISTIANSEN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..122C/abstract target=ref>Christiansen et al. 2017</a>","K0 V","5261.00","0.860000","0.860000","0.0400","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","12.07.2024","2017-09","12.07.2024"
"HD 3167 d","HD 3167","0","CONFIRMED","Christiansen et al. 2017","1","4","Radial Velocity","2017","Multiple Observatories","Published Confirmed","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","850900000 000","","","","690000 000","0.02170983","Msini","","88.9000","776.00","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","","5261.00","0.872000","0.866000","0.0400","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","17.09.2025","2025-06","17.09.2025"
"HD 3167 e","HD 3167","0","CONFIRMED","Bourrier et al. 2022","1","4","Radial Velocity","2022","CHaracterising ExOPlanets Satellite (CHEOPS)","Published Confirmed","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","10209000000 000","0.4048000000","","","974000 000","0.03064547","Msini","0.600000","","374.80","0","<a refstr=BOURRIER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220906937B/abstract target=ref>Bourrier et al. 2022</a>","","5300.00","0.871000","0.852000","0.0370","[Fe/H]","4470 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","18.10.2022","2022-09","18.10.2022"
"HD 3167 e","HD 3167","1","CONFIRMED","Bourrier et al. 2022","1","4","Radial Velocity","2022","CHaracterising ExOPlanets Satellite (CHEOPS)","Published Confirmed","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","9663000000 000","0.3885000000","","","841000 000","0.02646082","Msini","0.150000","","","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","","5261.00","0.880000","0.837000","0.0400","[Fe/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","00h34m57.64s","87401 487","+04d22m50.60s","43807 215","4728990 000","89700 000","70660 000","87622 100","17.04.2023","2023-04","17.04.2023"
"HD 73344 b","HD 73344","1","CONFIRMED","Sulis et al. 2024","1","3","Transit","2024","K2","Published Confirmed","0","<a refstr=SULIS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240517155S/abstract target=ref>Sulis et al. 2024</a>","1561100000 000","0.1310000000","288400 000","0.25729369","1048000 000","0.03297377","Mass","0.030000","","911.00","0","<a refstr=SULIS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240517155S/abstract target=ref>Sulis et al. 2024</a>","F6 V","6252.60","1220 000","1200 000","0.1430","[Fe/H]","4372 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h38m45.47s","1296894 456","+23d41m06.95s","236852 651","3526000 000","68935 100","55670 000","67468 000","10.06.2024","2024-05","10.06.2024"
"HD 73344 b","HD 73344","0","CONFIRMED","Sulis et al. 2024","1","3","Transit","2024","K2","TESS Project Candidate","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","1561136332 661","","290333 467","0.25901862","","","","","1119 729","829.66","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","","6061.77","1225 680","","","","4314 390","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h38m45.47s","1296894 456","+23d41m06.95s","236852 651","3526000 000","68935 100","55670 000","67468 000","09.08.2022","2017-07","09.08.2022"
"HD 73344 b","HD 73344","0","CONFIRMED","Sulis et al. 2024","1","3","Transit","2024","K2","Published Candidate","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>","1561342600 000","","300000 000","0.30000000","","","","","","","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>","","6460.00","1438 000","","","","4264 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h38m45.47s","1296894 456","+23d41m06.95s","236852 651","3526000 000","68935 100","55670 000","67468 000","26.02.2019","2018-07","26.02.2019"
"HD 73344 b","HD 73344","0","CONFIRMED","Sulis et al. 2024","1","3","Transit","2024","K2","Published Confirmed","0","<a refstr=ZHANG_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240809614Z/abstract target=ref>Zhang et al. 2024</a>","1560400000 000","0.1296000000","","","1243000 000","0.03910915","Mass","0.000000","","","0","<a refstr=ZHANG_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240809614Z/abstract target=ref>Zhang et al. 2024</a>","","6148.00","1220 000","1190 000","0.1600","[Fe/H]","4360 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h38m45.47s","1296894 456","+23d41m06.95s","236852 651","3526000 000","68935 100","55670 000","67468 000","22.01.2025","2024-08","22.01.2025"
"HD 80653 b","HD 80653","1","CONFIRMED","Frustagli et al. 2020","1","2","Transit","2020","K2","Published Confirmed","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","0.71957300000","0.0166100000","161300 000","0.14390247","572000 000","0.01799713","Mass","0.000000","61300 000","2463.00","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","","5959.00","1220 000","1180 000","0.2550","[Fe/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","09h21m21.38s","1403390 845","+14d22m04.33s","143678 691","10986000 000","94520 000","80180 000","93073 300","17.04.2023","2023-04","17.04.2023"
"HD 80653 b","HD 80653","0","CONFIRMED","Frustagli et al. 2020","1","2","Transit","2020","K2","Published Candidate","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>","0.71959700000","","","","","","","","","","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>","","6080.00","1224 000","","","","4338 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","09h21m21.38s","1403390 845","+14d22m04.33s","143678 691","10986000 000","94520 000","80180 000","93073 300","26.02.2019","2018-07","26.02.2019"
"HD 80653 b","HD 80653","0","CONFIRMED","Frustagli et al. 2020","1","2","Transit","2020","K2","TESS Project Candidate","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","0.71957120984","","161084 174","0.14370992","","","","","66358 567","2301.94","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","","5910.00","1255 050","","","","4272 160","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","09h21m21.38s","1403390 845","+14d22m04.33s","143678 691","10986000 000","94520 000","80180 000","93073 300","09.08.2022","2017-07","09.08.2022"
"HD 80653 b","HD 80653","0","CONFIRMED","Frustagli et al. 2020","1","2","Transit","2020","K2","Published Confirmed","0","<a refstr=FRUSTAGLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.133F/abstract target=ref>Frustagli et al. 2020</a>","0.71957300000","0.0166000000","161300 000","0.14390222","560000 000","0.01761948","Mass","","","","0","<a refstr=FRUSTAGLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.133F/abstract target=ref>Frustagli et al. 2020</a>","G2","","1220 000","1180 000","","","4340 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","09h21m21.38s","1403390 845","+14d22m04.33s","143678 691","10986000 000","94520 000","80180 000","93073 300","23.01.2020","2020-01","30.01.2020"
"HD 89345 b","HD 89345","0","CONFIRMED","Van Eylen et al. 2018","1","1","Transit","2018","K2","Published Confirmed","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..127Y/abstract target=ref>Yu et al. 2018</a>","1181430000 000","0.1115000000","726343 200","0.64800000","3845743 000","0.12100000","Mass","0.220000","","1068.00","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..127Y/abstract target=ref>Yu et al. 2018</a>","","5622.00","1733 000","1324 000","0.4360","[Fe/H]","4083 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","10h18m41.06s","1546710 977","+10d07m43.85s","101288 464","13234500 000","93800 000","77210 000","92170 200","21.08.2018","2018-09","23.08.2018"
"HD 89345 b","HD 89345","1","CONFIRMED","Van Eylen et al. 2018","1","1","Transit","2018","K2","Published Confirmed","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..127Y/abstract target=ref>Yu et al. 2018</a>","1181430000 000","0.1066000000","739794 000","0.66000000","3496130 000","0.11000000","Mass","0.220000","","1089.00","0","<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..127Y/abstract target=ref>Yu et al. 2018</a>","","5576.00","1747 000","1157 000","0.4210","[Fe/H]","4016 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","10h18m41.06s","1546710 977","+10d07m43.85s","101288 464","13234500 000","93800 000","77210 000","92170 200","21.08.2018","2018-09","23.08.2018"
"HD 89345 b","HD 89345","0","CONFIRMED","Van Eylen et al. 2018","1","1","Transit","2018","K2","TESS Project Candidate","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","1181417261 526","","697249 322","0.62204525","","","","","2756 427","1039.22","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","","5609.00","1785 980","","","","3930 830","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","10h18m41.06s","1546710 977","+10d07m43.85s","101288 464","13234500 000","93800 000","77210 000","92170 200","09.08.2022","2017-07","09.08.2022"
"HD 89345 b","HD 89345","0","CONFIRMED","Van Eylen et al. 2018","1","1","Transit","2018","K2","Published Confirmed","0","<a refstr=BOURRIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..63B/abstract target=ref>Bourrier et al. 2023</a>","1181440240 000","","","","","","","0.208000","","","0","<a refstr=BOURRIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A..63B/abstract target=ref>Bourrier et al. 2023</a>","G5","5499.00","1657 000","","","","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","10h18m41.06s","1546710 977","+10d07m43.85s","101288 464","13234500 000","93800 000","77210 000","92170 200","10.12.2024","2023-01","10.12.2024"
"HD 89345 b","HD 89345","0","CONFIRMED","Van Eylen et al. 2018","1","1","Transit","2018","K2","Published Confirmed","0","<a refstr=VAN_EYLEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4866V/abstract target=ref>Van Eylen et al. 2018</a>","1181399000 000","0.1050000000","686000 000","0.61200821","3570000 000","0.11232420","Mass","0.203000","","1053.00","0","<a refstr=VAN_EYLEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4866V/abstract target=ref>Van Eylen et al. 2018</a>","","5499.00","1657 000","1120 000","0.4500","[Fe/H]","4044 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","10h18m41.06s","1546710 977","+10d07m43.85s","101288 464","13234500 000","93800 000","77210 000","92170 200","21.08.2018","2018-08","31.05.2018"
"HD 89345 b","HD 89345","0","CONFIRMED","Van Eylen et al. 2018","1","1","Transit","2018","K2","Published Confirmed","0","<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>","1181441700 000","","","","","","","0.200000","","","0","<a refstr=VAN_EYLEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4866V/abstract target=ref>Van Eylen et al. 2018</a>","","5499.00","1657 000","1120 000","0.4500","[Fe/H]","4044 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","10h18m41.06s","1546710 977","+10d07m43.85s","101288 464","13234500 000","93800 000","77210 000","92170 200","04.03.2024","2023-03","04.03.2024"
"HIP 116454 b","HIP 116454","0","CONFIRMED","Vanderburg et al. 2015","2","1","Transit","2014","K2","Published Confirmed","0","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","912050000 000","","246598 000","0.22000000","1271320 000","0.04000000","Mass","0.200000","","","0","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","","5089.00","0.720000","0.810000","-0.1600","[Fe/H]","4590 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h35m49.04s","3539543 517","+00d26m40.94s","0.4447043","6244910 000","101900 000","80290 000","99320 800","25.04.2018","2017-03","26.04.2018"
"HIP 116454 b","HIP 116454","0","CONFIRMED","Vanderburg et al. 2015","2","1","Transit","2014","K2","Published Confirmed","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","909490000 000","0.0776500000","253000 000","0.22571187","1010000 000","0.03177815","Mass","0.089000","51.4000","745.00","0","<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>","","5089.00","0.716000","0.755000","-0.1600","[Fe/H]","","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h35m49.04s","3539543 517","+00d26m40.94s","0.4447043","6244910 000","101900 000","80290 000","99320 800","17.04.2023","2023-04","17.04.2023"
"HIP 116454 b","HIP 116454","0","CONFIRMED","Vanderburg et al. 2015","2","1","Transit","2014","K2","Published Confirmed","0","<a refstr=VANDERBURG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...59V/abstract target=ref>Vanderburg et al. 2015</a>","912050000 000","0.0906000000","253000 000","0.22600000","1182000 000","0.03700000","Mass","0.205000","","690.00","0","<a refstr=VANDERBURG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...59V/abstract target=ref>Vanderburg et al. 2015</a>","K1","5089.00","0.716000","0.775000","-0.1600","[M/H]","4590 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h35m49.04s","3539543 517","+00d26m40.94s","0.4447043","6244910 000","101900 000","80290 000","99320 800","25.04.2018","2015-02","19.12.2014"
"HIP 116454 b","HIP 116454","0","CONFIRMED","Vanderburg et al. 2015","2","1","Transit","2014","K2","TESS Project Candidate","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","910041200 000","","259387 000","0.23140998","","","","","28.6373","644.00","0","<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>","","5013.70","0.770000","","","","4580 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h35m49.04s","3539543 517","+00d26m40.94s","0.4447043","6244910 000","101900 000","80290 000","99320 800","14.12.2023","2017-07","14.12.2023"
"HIP 116454 b","HIP 116454","1","CONFIRMED","Vanderburg et al. 2015","2","1","Transit","2014","K2","Published Confirmed","0","<a refstr=THYGESEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..161T/abstract target=ref>Thygesen et al. 2024</a>","910041570 000","0.0792000000","246900 000","0.22026981","970000 000","0.03051961","Mass","0.215000","51.2858","753.20","0","<a refstr=THYGESEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..161T/abstract target=ref>Thygesen et al. 2024</a>","","5048.00","0.758000","0.800000","0.0000","[Fe/H]","4582 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","23h35m49.04s","3539543 517","+00d26m40.94s","0.4447043","6244910 000","101900 000","80290 000","99320 800","03.10.2024","2024-10","03.10.2024"
"HIP 41378 b","HIP 41378","1","CONFIRMED","Vanderburg et al. 2016","1","6","Transit","2016","K2","Published Confirmed","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","1557208000 000","","259500 000","0.23151079","689000 000","0.02167836","Mass","","1400 000","959.00","0","<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","","6320.00","1273 000","1160 000","-0.1000","[Fe/H]","4294 000","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","08h26m27.80s","1266158 279","+10d04m49.33s","100803 708","10628900 000","89300 000","77220 000","88099 800","17.09.2025","2025-06","17.09.2025"
